926.9619750976562	(8, 12, 2)	[0.478960970443681, -0.8774729198553193, -0.6047167053919162, -0.3475379098903253, 0.8752263904772655, -0.7437293077486637, -0.08690020129690823, 0.9893812675570985, -0.8241770761857814, 0.17509740109948768, -0.00822985051894154, 0.21634854868870068, -0.3921857999084184, -0.946716634799531, -0.1439991057664527, -0.7206097220571499, -0.4999924563685916, 0.13677877461872923, 0.9453359504748102, -0.7550293247227542, -0.35987215446086385, -0.11506689285135563, 0.5979046686166269, -0.7797447614585855, 0.17384616161282018, 0.0881561673214506, 0.05556756519243522, 0.2138250143830549, 0.530198491019592, 0.6706676268821938, 0.5191196387140047, 0.4006768501925455, 0.17588766451910254, 0.10128740412330317, 0.4011409721918835, 0.49905594943007303, -0.6619855329721589, 0.798740664354372, 0.21696044336471276, 0.7588749999146325, -0.3827195660684828, -0.2190207412965799, -0.2178045985979813, -0.021782911040125752, 0.309444877505205, -0.6721980157827274, -0.8223436305949137, 0.9488232876856983, 0.026944975837432716, 0.01802951044250789, -0.7852292835615835, 0.718424740660907, 0.8625816513126587, 0.2915844631609239, 0.9966633655077539, 0.8840837857466717, -0.8751089393777602, -0.10649131653774191, -0.21293503540773706, 0.4049340203017753, -0.8308630582593675, -0.33671090402268744, -0.6169694475185106, 0.3412373872792094, 0.08130154635753195, -0.008863645891365568, -0.865714990544475, 0.25802520463330336, 0.3974771765486529, -0.5300194544069114, 0.12531400101555112, 0.2588323514408388, -0.33741636159040134, -0.25095761003871586, 0.11391344937000403, 0.043959881275927426, 0.0653904746684455, -0.35846844385841514, 0.25753174467619333, 0.7993695376552821, -0.4941225401292424, -0.9783268256120821, -0.8273813096320668, 0.17665470854836451, 0.6431389352630634, 0.13885108080026742, 0.07976722893479171, 0.52397653541453, 0.2733067379607892, -0.1885825755948063, 0.9044375598449577, -0.8447914966615282, -0.6049636726296994, -0.6045321341138377, 0.4117693364612516, 0.8071472648443447, 0.5601126968772046, 0.7998495096798197, -0.29264190264066947, -0.13212539329369455, 0.33444564751395256, -0.7899280349941542, 0.5731314224762494, -0.8099477103605086, -0.6465988557298921, -0.03134304552287137, 0.28810443808382624, -0.3043780901634725, -0.9737412478254086, 0.7468434233064418, -0.34081174266332037, 0.8696778507562999, -0.20337020452711974, -0.3431820092089397, 0.1057209787050335, 0.5204143105661942, -0.23003470255795322, -0.9400624755686862, -0.36274260999911645, -0.4676539312591137]
928.3377685546875	(8, 12, 2)	[0.6426547846505306, -0.06973723631296558, 0.29475480828893064, -0.6755435705080521, -0.7500930754205197, 0.2547945242500498, -0.3936545715526689, 0.6595489751685801, -0.1177999518738142, -0.2518411338424942, -0.8842056667139062, -0.9355018514891666, -0.28901370025339124, 0.5781492301710844, -0.3549314324844619, 0.5324848658964265, -0.6375438690090425, -0.22492300207213267, -0.7885344087573549, -0.5332675056769358, 0.5052253521129633, -0.2166915640473901, -0.6658485130234548, 0.9715831557258889, 0.21841751382194485, 0.10043421774086009, 0.8734799484475411, 0.06170377446133868, 0.5905414974845788, 0.5732540779912292, -0.5147187715165864, -0.750829314832008, 0.27939397566437707, -0.8063833021207407, 0.17396419064793522, 0.9321947336923755, 0.9990597928608285, -0.3575815696004543, -0.8428725063243465, 0.9847800171200467, 0.44459154710266424, -0.8614236197702325, 0.5920032888752527, -0.9423524397770306, -0.7545928906103849, -0.18126555566282043, 0.3940088997991871, -0.46671057754945044, 0.07090215051656723, -0.23342386666714665, 0.45211859371925534, -0.6843069607201235, -0.39450122891046147, -0.8997707777096284, -0.02691476420309513, -0.6481371916571146, -0.3755592500389826, 0.2967042051901789, -0.5216050820511842, -0.2549196451046063, 0.733334037439809, 0.5912695825890135, 0.48054136187954466, 0.9361966163720472, -0.29335036548266347, -0.9431993537559205, -0.08270874116454507, -0.6074674253011128, -0.06183818589491641, 0.6729939716337952, 0.6141559660651124, -0.8925269245484495, 0.5026555102104961, 0.12025178568131634, 0.45436381961833994, -0.4583340866592973, -0.8224454160911756, -0.5814376030050448, -0.356340730870347, 0.8770574814461318, -0.23574595338166593, 0.938327233095066, -0.9183400788982379, -0.9011059277228284, 0.6509025566549596, -0.13521613147881406, 0.23824695976673227, 0.09758005655992097, -0.09448399417041053, 0.795777640321131, -0.3019741603662631, -0.555435717249749, -0.030457191680078655, -0.848174140701828, 0.3591729818537781, 0.36563937732106244, 0.7962139129218091, 0.44357567022373856, -0.0736806321643082, -0.5581491105141514, 0.36333917055105935, 0.34765389459798834, 0.6107321791179503, -0.8846876164484285, -0.8509748996162962, 0.6248291107481063, 0.3559000909527412, -0.877488536744043, -0.08132181579810016, 0.1812428186787831, 0.5415658307991702, 0.45039924085022887, 0.2837270017169755, -0.17017984976093103, -0.7356760208101993, -0.7503049299707181, -0.11536021781834616, -0.20647309810892667, 0.9637744209448571, 0.618344010841261]
993.8787841796875	(8, 12, 2)	[0.40172082934654973, -0.37289626347156224, -0.6515342323932263, -0.8900703443721181, 0.8746985850597302, -0.45144055908089387, 0.5368128900297668, -0.6938974058632097, 0.04527514900296957, 0.7874162275717236, -0.4467236246827855, -0.3514487081563735, -0.5706090978448559, 0.22693044538147467, 0.6245182027489986, 0.8017346590927448, -0.3285131804140766, 0.17434272020350794, 0.03188244410684238, -0.024966489415248594, 0.7871731550445518, 0.6438845378099067, -0.05288233232466277, 0.8780853507024124, 0.4647265034414778, 0.5206203861343173, 0.859997566686669, -0.3244611739332852, 0.8211011198223617, -0.86068302359262, 0.956470555230851, -0.2166195138838567, -0.2315908632590471, 0.484623793134205, -0.013064971787711599, -0.4104974519284792, -0.7162266444877983, 0.9339288267211217, -0.6507274055577448, 0.4543651271247653, 0.4219320129101831, 0.42663460916368656, -0.48183798310204073, 0.8177848860175001, -0.7714305479575059, 0.941519524530718, 0.4825374346991565, 0.9289790363432022, 0.5285576457339856, -0.4591010715569692, 0.12896725797670316, -0.07927085986676619, -0.7787211121833164, -0.22439244072947018, 0.05412157214652824, -0.6322783153858096, -0.8176546955746751, 0.35183766925004756, -0.9303374514426177, 0.9159571986568995, 0.560727379178537, 0.5595019016009983, -0.9214806789934584, 0.1979279637110436, -0.8235148890955175, 0.8705155675871434, 0.3564781611830441, -0.6053770297543402, 0.7423350240299693, 0.9448936206035288, 0.9155355967124108, 0.055428699019612226, -0.7994571908946426, -0.4608898439789595, -0.06382980608045341, -0.14776384615026328, 0.2777548384898907, 0.02816769210589465, -0.5374659924524605, -0.5496106083696004, 0.33649473482988945, -0.2182159789996252, 0.1820153320482929, 0.2219837011034944, 0.021909185941386244, 0.0062728303423162934, -0.08253310402957159, -0.04583795710889271, -0.16910023462142162, -0.8427467636360044, -0.695630113940283, -0.42622177201186684, -0.658933145727695, -0.13911283910224137, 0.10889819813090162, -0.7002254963874588, 0.8246221509256328, -0.5541023434118633, -0.12704847297170274, 0.3712130419234272, -0.5758344009084293, -0.3597785799102162, 0.227908426311352, -0.19280136856521324, 0.7489330592469057, 0.5700597309298812, 0.41756188457905874, -0.10478814203914855, -0.753719178719856, -0.19953854513549407, 0.2589542201401913, 0.762580085807435, -0.34430545063235374, -0.21462094803432819, 0.05229273135322465, -0.4483300278471032, 0.26316356313281, 0.9305858541325827, 0.4481054220533589, -0.11384692770729576]
980.171142578125	(8, 12, 2)	[0.20301681858247678, 0.9568328828518862, -0.017939514614209173, -0.2103231907234755, 0.20629403371484045, -0.45144055908089387, 0.5368128900297668, 0.4810636354869098, -0.08630412867492199, 0.3916311557985024, 0.4274819004310557, -0.5427261551509459, -0.4348152334596136, 0.38840632106883466, 0.13522870309477897, -0.09039328914453648, 0.8843862611053366, 0.17434272020350794, 0.03188244410684238, 0.7702295857610197, 0.03090124196518884, 0.2735919481556224, -0.004915997834319175, 0.10076403778379217, 0.2828009973974579, 0.37444260704443333, 0.4235644583255973, -0.02949657009874662, 0.16577699806482538, -0.14851982753248505, 0.3235043997190943, -0.842906815693137, -0.7909163338116454, -0.997439704624888, -0.013064971787711599, -0.4104974519284792, -0.028644037603118955, -0.8025967831480587, 0.7693017203550903, 0.4543651271247653, -0.3556758024295359, 0.5727782681598881, -0.28516155126801124, 0.13845650015048538, -0.6074856266086754, 0.6534918567929686, 0.4599243977680638, -0.4652082689812218, 0.5285576457339856, -0.5072803897162492, -0.09566112120832515, -0.9368787381958481, 0.7426194138133428, 0.6624014196741199, -0.30585841905023825, 0.6732011505491171, -0.7349498614616505, 0.493117049061107, 0.9946230539839116, -0.3986676099722182, 0.7504889334474003, 0.6641688277115744, -0.464199073781455, -0.49950807524481344, -0.4778083770929684, 0.8130631660368528, 0.951186680695105, 0.1062614994799751, 0.7607249266719309, -0.26861232958965986, 0.2790157464833891, 0.5823365595195344, -0.772047999942783, 0.9387871327263638, 0.07376675270161304, -0.14776384615026328, 0.3131684169903357, 0.1823248762319999, -0.13963056897856352, -0.30141355088889155, 0.5600069391297435, -0.3140400036826063, 0.3515070905515183, 0.15516570113146622, -0.6087323650144143, 0.7168388209895786, -0.017440030408848894, -0.5816696090488642, -0.449212165751508, 0.7429305679539211, -0.4842747188583649, 0.06826309940532482, 0.7162083628084372, 0.7840832170272571, -0.5132003095823785, 0.7689209015493732, 0.7259176959767231, -0.28893652246852386, -0.6809144972938748, 0.7858061430592531, 0.8720296513544266, 0.7946928168263787, -0.5834120216643899, -0.9707295882571556, 0.7566625658030863, 0.5700597309298812, -0.8184286798669258, -0.8257184825390211, 0.26627776764105415, 0.003967498246588486, -0.6608436457045008, -0.22266152603682854, -0.5422573390256225, -0.21462094803432819, 0.8837156181199548, -0.6229556698865082, -0.8658786102122216, -0.07774189033410805, -0.6047897836424954, -0.273942735040575]
940.6040649414062	(8, 12, 2)	[-0.8434955669825288, 0.04256799554377766, -0.5964366359206934, -0.7913559833912862, -0.17251753266153047, 0.6077652601077341, -0.7827971381507446, -0.8131513523987184, -0.20814369091974294, 0.022154069056758097, -0.2386503320822051, -0.26180491339817946, 0.008470688234549106, 0.3551960897850279, -0.03572566436809521, -0.1424412540880744, 0.9036327927365759, 0.01329482090757872, -0.21650210380820223, 0.49086726368741207, 0.8144216698227857, 0.551953840579896, -0.39090052674738884, 0.8556284133897047, 0.3897734750444346, 0.012322467309232366, 0.5916093873571551, 0.5243599045733434, 0.44306221204070223, 0.4946628045336985, -0.9434427732651052, 0.021048618992860035, -0.30361144561060804, 0.5333174208519318, -0.7526073791362402, 0.6821743418272099, 0.9910780975010087, 0.43175349476171165, 0.31193591285693634, -0.7303770195446491, -0.9642811245324283, 0.03656337043086677, -0.39395110314323745, -0.9183900241957057, 0.5914802075663337, -0.9214046421548236, -0.8838444906283303, -0.7530386367625241, 0.0901506613066283, 0.5873625150464199, -0.4211543920754002, -0.6672031134369736, -0.7774470590144749, 0.9130338665032995, 0.6002557427433721, -0.5137107432932937, 0.7007969158749288, 0.444618742738107, -0.3808313474667595, 0.5705904295168696, -0.158594085930301, -0.3739097303601089, -0.0732668908980394, 0.8505275542071282, -0.05961527620289009, 0.8191233836366703, 0.9961650776718316, -0.3536604253606668, -0.3386305785768724, -0.7674858708150056, -0.9017341536529471, 0.33110388204539576, -0.661635201513536, -0.325200350378436, -0.08642909517408581, 0.13912551013211205, 0.7716720376401276, 0.5362524768426891, -0.21388889412646028, 0.32408164699473474, -0.42594201627362405, -0.19668023546548397, 0.5882877348422637, -0.93263374052308, -0.907588969572013, -0.925982191148413, -0.9684737472152987, -0.4230752378289464, -0.30917825317692915, 0.019838436662198644, 0.086904739782802, 0.5562279924881197, -0.8764907731219409, 0.8794179548627901, -0.7667500421336462, 0.6411255682023289, -0.09877537373546441, -0.585934861348492, 0.4414843585991739, 0.3515376559280261, -0.3010044332978332, 0.2950392659378416, 0.25964861438364095, -0.9855984715197557, -0.044105812660160115, -0.5482140528521553, -0.28656453096625434, -0.07774585855357063, 0.16633756115909226, -0.7449320777692177, 0.26872994219052826, 0.7103783322571084, 0.19838476896037105, 0.6960874848976859, 0.7175911048584585, 0.7228132270879748, 0.999312921182093, -0.09900063683948934, -0.9067556834172088, 0.3105074133961927]
999.166259765625	(8, 12, 2)	[-0.4171724954569971, -0.022631129138622308, -0.03416521908584369, -0.07708182351049153, -0.3013357410568742, 0.07117590435305265, -0.08677450577080026, -0.34001697610163983, 0.1490652993277768, -0.5215734452417699, 0.28075261969735266, -0.0882781674767481, -0.6867560267520358, -0.5076815967478001, -0.10270293698589983, -0.6347025999337995, -0.4667925652895839, 0.2506081855377549, -0.6206634204684556, 0.7998345849696009, -0.7645046100149853, 0.20633217207974863, 0.6186464323780738, 0.03691023842536878, -0.8110649550344691, 0.7544252145783195, 0.6320295209177187, -0.5227598588599729, 0.4091394761258529, -0.5850635686987835, -0.5117475600839809, -0.5164216063881331, -0.11040026034672223, 0.4612768225260999, 0.991235984024817, 0.8821449606407801, -0.9312333910291521, 0.42840163820329225, -0.4718493747713819, 0.7764420688885934, -0.9218870369475916, -0.7342795006151734, 0.6731276058659881, 0.06401596456865288, -0.1613224764129224, 0.3364220237233775, 0.2132555326181269, 0.38053407027497244, -0.5835678815750178, -0.037721945381317346, -0.5358465155803567, 0.7273170824928428, -0.09370858087677769, -0.951633328957928, -0.8454704819236534, 0.088055482118371, -0.8351407170419765, 0.24570185362587438, 0.5421082541410247, 0.5122860956484325, -0.25146299429736163, 0.7987863837133695, 0.056544519738251475, -0.07010208970796317, -0.49438503748945095, -0.588907450093971, 0.38986244418187477, -0.47656474994268105, -0.6804138461650469, 0.38077594097720135, -0.6788049949437152, -0.2867880079757432, 0.26272114604095864, -0.5264347442093422, 0.26151625737437745, -0.35634991813982575, -0.6592519042343572, -0.8880980763994004, -0.3075977644941035, -0.9313041866489187, -0.8484249544896967, -0.039600978832392775, 0.8919214940510802, -0.5959512494474317, 0.9431246240470859, -0.14001484607689907, 0.9138943321433988, 0.13375733798807676, -0.06444155561922882, -0.2357010848268788, 0.9725111711391587, 0.6566551885109491, 0.3056361508076795, 0.44848482134405754, 0.35229720329786574, -0.667063494958668, 0.7626365158627209, 0.4040086999393604, 0.9700827889367489, -0.2908524747536956, -0.7618967025209145, -0.30820650998477905, -0.7416050842585855, 0.3739237288513495, 0.8967664109970879, -0.8979657945894961, -0.3650186301245957, -0.36602672236805445, 0.7734838761052365, -0.5462243753162466, -0.8601303717932907, -0.8825731039681095, -0.9752173130736768, -0.1526094838236478, -0.20591210503167195, -0.9082703049827812, -0.4157093515021233, 0.2898810827527867, 0.5965363427260879, -0.06453834638517963]
1002.9874877929688	(8, 12, 2)	[0.510649143460655, -0.9297084361435808, 0.976571918458248, -0.6545871057411126, -0.917695483988987, 0.7827682520519572, 0.1077037004467476, 0.33359901164653416, -0.7138479127127029, -0.09416236606467532, -0.43846038353437977, -0.16889790603469512, 0.7365879225321859, 0.38858200027991185, 0.46035773892536525, -0.6849062769070948, 0.7362119159354283, -0.9700074738433917, -0.9288087508852909, -0.8392631287630334, -0.3318686208087218, -0.9515819857965915, 0.8509779055765436, 0.3486582922678525, 0.1245750439456963, -0.3128234325460897, 0.2542964882067411, 0.6636251886421516, -0.8893781482344374, -0.9920431836079393, -0.40635505484864676, 0.32210994487157585, -0.9571395958954843, 0.4442894525075405, -0.77550215273125, 0.8175060685859594, 0.5327442579874975, 0.20663326398647497, -0.24708967776204238, 0.8707940341088465, -0.6051885087463786, -0.7802160762522787, 0.3002601710359094, -0.5969158768981515, -0.24212583419147404, 0.8593453573205276, 0.7375231000583846, -0.8155744126380979, -0.032157347200944875, 0.9133695562318502, -0.8477758377348088, -0.598844856853858, -0.6880118151859367, 0.4814484858348158, 0.9795596997756, 0.8029240447996402, 0.2820626740132943, 0.11200398885624674, 0.023846579463198125, -0.612125813524067, 0.7369232129089123, -0.220772782894759, 0.3743959630696294, 0.8753710529397791, -0.23950206151229203, 0.6407515907071473, -0.3485791617186942, -0.18421729180406898, -0.37835051799892816, -0.75851949722919, -0.8866245172437509, -0.6712839283518688, 0.8050689443224799, -0.5302069956303568, 0.19334315414173253, 0.6674385911603691, -0.5881936946364419, -0.15709239282917897, -0.7266119544504981, 0.422327747827395, -0.8015575474610666, 0.20001543534225297, 0.17031198785623913, -0.8194606731684737, -0.250066545624261, 0.2589360880137127, -0.7048388194778659, 0.7414953265770095, -0.5779632292621053, -0.2055034571572678, -0.8026190195314811, 0.44879405117450455, 0.5672060496815459, 0.9137611443950919, -0.4102679215412659, 0.22196760753193212, 0.5737702941652929, 0.46960865879901115, 0.1963057880547534, -0.8500095313607288, -0.2875000933273977, -0.41220419813785303, 0.7815251572955384, 0.797067274373324, 0.006940838776594793, -0.4065521201185758, -0.31986490384236754, 0.128863470029706, -0.10194346526242981, 0.051545270499611995, 0.055888702302225646, 0.22454070279002442, 0.8960412491876366, -0.22520633011184676, 0.031370402466614156, -0.6135050194333254, 0.41280862725028755, -0.6753184141974495, -0.1378655727257423, 0.3219152951339359]
1014.1366577148438	(8, 12, 2)	[-0.4171724954569971, -0.022631129138622308, -0.03416521908584369, -0.07708182351049153, -0.3013357410568742, 0.07117590435305265, -0.08677450577080026, -0.34001697610163983, 0.1490652993277768, -0.4859024815522732, 0.28075261969735266, -0.0882781674767481, -0.6867560267520358, -0.5076815967478001, -0.10270293698589983, -0.6544413596678305, -0.4089428235628017, 0.2506081855377549, -0.6206634204684556, 0.7998345849696009, -0.635346544993787, 0.20633217207974863, 0.6186464323780738, 0.03691023842536878, -0.8110649550344691, 0.7544252145783195, 0.6320295209177187, -0.5227598588599729, 0.4091394761258529, -0.5850635686987835, -0.5117475600839809, -0.5164216063881331, -0.11040026034672223, 0.4612768225260999, 0.991235984024817, 0.8821449606407801, -0.9312333910291521, 0.42840163820329225, -0.4718493747713819, 0.7764420688885934, -0.9218870369475916, -0.7342795006151734, 0.6731276058659881, 0.06401596456865288, -0.1613224764129224, 0.3364220237233775, 0.2132555326181269, 0.38053407027497244, -0.5835678815750178, -0.037721945381317346, -0.5358465155803567, 0.7862989679299259, -0.09370858087677769, -0.951633328957928, -0.8454704819236534, 0.088055482118371, -0.8351407170419765, 0.24570185362587438, 0.5421082541410247, 0.5547105902012928, -0.25146299429736163, 0.7987863837133695, 0.056544519738251475, -0.07010208970796317, -0.49438503748945095, -0.588907450093971, 0.38986244418187477, -0.4897959255495255, -0.6804138461650469, 0.40453982977421293, -0.6788049949437152, -0.2867880079757432, 0.26272114604095864, -0.5526638387360308, 0.26151625737437745, -0.35634991813982575, -0.6592519042343572, -0.8880980763994004, -0.3075977644941035, -0.9313041866489187, -0.8484249544896967, -0.039600978832392775, 0.8919214940510802, -0.5959512494474317, 0.9431246240470859, -0.14001484607689907, 0.9138943321433988, 0.13375733798807676, -0.06444155561922882, -0.2357010848268788, 0.8889936095916828, 0.6566551885109491, 0.3056361508076795, 0.44848482134405754, 0.5219659231082475, -0.667063494958668, 0.7626365158627209, 0.4040086999393604, 0.9700827889367489, -0.2908524747536956, -0.8289551075027908, -0.30820650998477905, -0.7416050842585855, 0.3739237288513495, 0.731845707031773, -0.8979657945894961, -0.3650186301245957, -0.36602672236805445, 0.7734838761052365, -0.5462243753162466, -0.8601303717932907, -0.8825731039681095, -0.9752173130736768, -0.1526094838236478, -0.27784701281153423, -0.9082703049827812, -0.48639461752664515, 0.2898810827527867, 0.5965363427260879, -0.06453834638517963]
1019.6055297851562	(8, 12, 2)	[0.510649143460655, -0.9297084361435808, 0.976571918458248, -0.6545871057411126, -0.917695483988987, 0.7827682520519572, 0.1077037004467476, 0.33359901164653416, -0.7138479127127029, -0.09416236606467532, -0.43846038353437977, -0.16889790603469512, 0.7365879225321859, 0.38858200027991185, 0.46035773892536525, -0.6849062769070948, 0.7362119159354283, -0.9700074738433917, -0.9288087508852909, -0.8392631287630334, -0.3318686208087218, -0.9515819857965915, 0.8509779055765436, 0.3486582922678525, 0.1245750439456963, -0.3128234325460897, 0.2542964882067411, 0.6636251886421516, -0.8893781482344374, -0.9920431836079393, -0.40635505484864676, 0.32210994487157585, -0.9571395958954843, 0.4442894525075405, -0.7818625617088113, 0.8175060685859594, 0.5327442579874975, 0.20663326398647497, -0.1467834921200994, 0.8707940341088465, -0.6051885087463786, -0.7802160762522787, 0.3002601710359094, -0.5969158768981515, -0.17933080311987867, 0.8593453573205276, 0.7375231000583846, -0.8155744126380979, -0.032157347200944875, 0.9133695562318502, -0.8477758377348088, -0.598844856853858, -0.6880118151859367, 0.4814484858348158, 0.9795596997756, 0.7343040633351757, 0.2820626740132943, 0.11200398885624674, 0.023846579463198125, -0.612125813524067, 0.7369232129089123, -0.220772782894759, 0.3743959630696294, 0.8753710529397791, -0.23950206151229203, 0.6407515907071473, -0.3485791617186942, -0.18421729180406898, -0.37835051799892816, -0.75851949722919, -0.8866245172437509, -0.6712839283518688, 0.8050689443224799, -0.5302069956303568, 0.19334315414173253, 0.6674385911603691, -0.5881936946364419, -0.15709239282917897, -0.7266119544504981, 0.422327747827395, -0.8015575474610666, 0.20001543534225297, 0.17031198785623913, -0.8194606731684737, -0.250066545624261, 0.2589360880137127, -0.7048388194778659, 0.7414953265770095, -0.5779632292621053, -0.2055034571572678, -0.8026190195314811, 0.44879405117450455, 0.5672060496815459, 0.9137611443950919, -0.4102679215412659, 0.22196760753193212, 0.5737702941652929, 0.46960865879901115, 0.1963057880547534, -0.8500095313607288, -0.2875000933273977, -0.41220419813785303, 0.7815251572955384, 0.797067274373324, 0.006940838776594793, -0.4065521201185758, -0.31986490384236754, 0.128863470029706, -0.10194346526242981, 0.051545270499611995, 0.055888702302225646, 0.20912911791946298, 0.8960412491876366, -0.22520633011184676, 0.031370402466614156, -0.6135050194333254, 0.41280862725028755, -0.6753184141974495, -0.1378655727257423, 0.3219152951339359]
990.7291870117188	(8, 12, 2)	[-0.4171724954569971, -0.03263175035013156, -0.9465539448567908, -0.07708182351049153, -0.3013357410568742, 0.2886646591480897, -0.08677450577080026, -0.32752542577692534, 0.1490652993277768, -0.4859024815522732, 0.3980337202531752, -0.0882781674767481, -0.6867560267520358, -0.5076815967478001, -0.10270293698589983, -0.6544413596678305, -0.4667925652895839, 0.2506081855377549, -0.6206634204684556, 0.7998345849696009, -0.7949616626582731, 0.20633217207974863, -0.004915997834319175, -0.041180135209501825, -0.8110649550344691, 0.7544252145783195, 0.6320295209177187, -0.5227598588599729, 0.4091394761258529, -0.6226736993071011, 0.3235043997190943, -0.39691411939767124, -0.11040026034672223, 0.6156889638302232, 0.991235984024817, 0.8821449606407801, 0.34439622208325416, 0.422322415993414, -0.6935935104619624, 0.7764420688885934, -0.9872186326486612, -0.7342795006151734, 0.6731276058659881, 0.06401596456865288, -0.1613224764129224, 0.3364220237233775, 0.2132555326181269, 0.38053407027497244, -0.5835678815750178, -0.037721945381317346, -0.5358465155803567, 0.7273170824928428, -0.09370858087677769, 0.9759767695690087, -0.4226410551101796, -0.08956015543257001, -0.8351407170419765, 0.201172695877319, 0.6497021363653143, 0.0656573260104294, -0.25146299429736163, 0.7987863837133695, 0.056544519738251475, -0.07010208970796317, -0.49438503748945095, -0.588907450093971, 0.38986244418187477, -0.4897959255495255, -0.6804138461650469, -0.6034239055702257, -0.9758903802709287, -0.2867880079757432, 0.26272114604095864, -0.5526638387360308, -0.5323471197416552, -0.35634991813982575, -0.6592519042343572, -0.10015434067475137, 0.4357448693227859, 0.3961118441949405, -0.8484249544896967, -0.5215796331700433, 0.8919214940510802, -0.5959512494474317, 0.9431246240470859, -0.8220907277798633, 0.9138943321433988, -0.34154878190257665, -0.06444155561922882, 0.7429305679539211, 0.3201414714077626, 0.6566551885109491, 0.3056361508076795, 0.44848482134405754, 0.35229720329786574, 0.47042049127258734, 0.7626365158627209, 0.4040086999393604, 0.9700827889367489, -0.8403038708502519, -0.8289551075027908, -0.30820650998477905, -0.7416050842585855, -0.7407760760334956, -0.748580240860528, 0.5700597309298812, -0.3650186301245957, -0.36602672236805445, -0.037383957364866216, -0.5462243753162466, -0.8601303717932907, 1.0, -0.9752173130736768, -0.1526094838236478, -0.27784701281153423, -0.6432974246581962, 0.3010938796042393, 0.2898810827527867, -0.8901012519672822, -0.06453834638517963]
